account_id,died_at,replaced_at,wait_days,next_check,censored
1,2020-03-12T21:06:40,2020-03-13T00:00:00,0.12037037037037036,True,False
2,2020-03-18T19:28:40,2020-03-19T00:00:00,0.1884259259259259,True,False
5,2020-10-06T23:30:00,2020-10-07T00:00:00,0.020833333333333332,True,False
7,2020-10-06T23:30:00,2020-10-13T00:00:00,6.020833333333333,False,False
11,2021-02-22T16:42:20,2021-02-23T00:00:00,0.3039351851851852,True,False
12,2021-02-22T16:42:20,2021-02-23T00:00:00,0.3039351851851852,True,False
13,2021-02-22T16:42:20,2021-03-10T00:00:00,15.303935185185185,False,False
8,2021-02-23T23:30:00,2021-03-17T00:00:00,21.020833333333332,False,False
10,2021-02-23T23:30:00,2021-03-17T00:00:00,21.020833333333332,False,False
14,2021-03-04T19:14:40,2021-04-20T00:00:00,46.19814814814815,False,False
9,2021-03-04T23:30:00,2021-04-20T00:00:00,46.020833333333336,False,False
15,2021-03-05T23:30:00,2021-07-03T00:00:00,119.02083333333333,False,False
16,2021-03-05T23:30:00,2021-07-03T00:00:00,119.02083333333333,False,False
4,2021-03-08T18:50:40,2021-07-03T00:00:00,116.21481481481482,False,False
17,2021-05-18T22:53:40,2021-07-03T00:00:00,45.04606481481481,False,False
18,2021-05-18T22:53:40,2021-07-07T00:00:00,49.04606481481481,False,False
19,2021-05-18T22:53:40,2021-07-08T00:00:00,50.04606481481481,False,False
20,2021-05-19T15:55:40,2021-07-08T00:00:00,49.336342592592594,False,False
21,2021-05-19T15:55:40,2021-07-10T00:00:00,51.336342592592594,False,False
6,2021-05-27T15:00:00,2021-07-10T00:00:00,43.375,False,False
3,2021-06-03T23:30:00,2021-07-10T00:00:00,36.020833333333336,False,False
35,2021-12-03T23:00:00,2021-12-04T00:00:00,0.041666666666666664,True,False
29,2022-01-07T17:38:40,2022-01-12T00:00:00,4.264814814814815,False,False
30,2022-01-07T17:38:40,2022-01-12T00:00:00,4.264814814814815,False,False
31,2022-01-07T17:38:40,2022-01-12T00:00:00,4.264814814814815,False,False
33,2022-01-07T17:38:40,2022-01-12T00:00:00,4.264814814814815,False,False
36,2022-01-07T17:38:40,2022-01-12T00:00:00,4.264814814814815,False,False
27,2022-01-07T23:30:00,2022-01-12T00:00:00,4.020833333333333,False,False
28,2022-01-07T23:30:00,2022-01-12T00:00:00,4.020833333333333,False,False
37,2022-01-07T23:30:00,2022-01-12T00:00:00,4.020833333333333,False,False
26,2022-01-10T13:23:40,2022-01-15T00:00:00,4.441898148148148,False,False
32,2022-01-10T13:23:40,2022-01-15T00:00:00,4.441898148148148,False,False
34,2022-01-10T16:31:40,2022-01-15T00:00:00,4.311342592592593,False,False
22,2022-01-10T20:30:00,2022-01-15T00:00:00,4.145833333333333,False,False
23,2022-01-10T20:30:00,2022-01-15T00:00:00,4.145833333333333,False,False
24,2022-01-10T20:30:00,2022-01-15T00:00:00,4.145833333333333,False,False
25,2022-01-10T20:30:00,2022-01-15T00:00:00,4.145833333333333,False,False
54,2022-03-14T21:34:20,2022-03-15T00:00:00,0.1011574074074074,True,False
56,2022-05-02T16:37:40,2022-05-03T00:00:00,0.3071759259259259,True,False
55,2022-05-10T09:30:00,2022-05-11T00:00:00,0.6041666666666666,True,False
57,2022-05-10T21:00:00,2022-05-14T00:00:00,3.125,False,False
58,2022-05-10T21:00:00,2022-05-14T00:00:00,3.125,False,False
38,2022-05-12T08:23:40,2022-05-14T00:00:00,1.6502314814814816,False,False
47,2022-05-12T08:23:40,2022-05-14T00:00:00,1.6502314814814816,False,False
48,2022-05-12T08:23:40,2022-05-14T00:00:00,1.6502314814814816,False,False
49,2022-05-12T08:23:40,2022-05-14T00:00:00,1.6502314814814816,False,False
50,2022-05-12T08:23:40,2022-05-14T00:00:00,1.6502314814814816,False,False
51,2022-05-12T08:23:40,2022-05-14T00:00:00,1.6502314814814816,False,False
52,2022-05-12T08:23:40,2022-05-14T00:00:00,1.6502314814814816,False,False
53,2022-05-12T08:23:40,2022-05-14T00:00:00,1.6502314814814816,False,False
39,2022-05-12T11:45:40,2022-05-14T00:00:00,1.5099537037037036,False,False
40,2022-05-12T11:45:40,2022-05-14T00:00:00,1.5099537037037036,False,False
41,2022-05-12T11:45:40,2022-05-14T00:00:00,1.5099537037037036,False,False
42,2022-05-12T11:45:40,2022-05-14T00:00:00,1.5099537037037036,False,False
43,2022-05-12T11:45:40,2022-05-14T00:00:00,1.5099537037037036,False,False
44,2022-05-12T11:45:40,2022-05-14T00:00:00,1.5099537037037036,False,False
45,2022-05-12T11:45:40,2022-07-07T00:00:00,55.5099537037037,False,False
46,2022-05-12T11:45:40,2022-07-07T00:00:00,55.5099537037037,False,False
59,2022-05-12T11:45:40,2022-07-20T00:00:00,68.5099537037037,False,False
60,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
61,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
62,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
63,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
64,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
65,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
66,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
67,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
68,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
69,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
70,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
71,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
72,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
73,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
74,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
75,2022-06-13T17:11:40,2022-07-21T00:00:00,37.28356481481482,False,False
78,2026-03-05T13:58:40,2026-03-06T00:00:00,0.41759259259259257,True,False
76,2026-03-05T14:37:00,2026-03-06T00:00:00,0.3909722222222222,True,False
77,2026-03-05T14:37:00,2026-03-10T00:00:00,4.3909722222222225,False,False
95,2026-03-06T22:11:40,2026-04-14T00:00:00,38.07523148148148,False,False
79,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
80,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
81,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
82,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
83,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
84,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
85,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
86,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
87,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
88,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
89,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
90,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
91,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
92,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
93,2026-03-09T08:30:00,2026-04-14T00:00:00,35.645833333333336,False,False
94,2026-03-09T08:30:00,2026-04-17T00:00:00,38.645833333333336,False,False
96,2026-03-13T09:37:40,2026-04-17T00:00:00,34.59884259259259,False,False
97,2026-03-13T09:37:40,2026-04-17T00:00:00,34.59884259259259,False,False
98,2026-03-13T09:37:40,2026-05-07T00:00:00,54.59884259259259,False,False
