at,account_id,trade_key,entry_at,equity_before,floor_before,mae,mfe,gross_pnl,adverse_equity,equity_after,floor_after,alive_after,death_equity
2026-03-02T03:30:00,4,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,66,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,67,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,78,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,79,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,80,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,81,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,82,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,83,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,84,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,85,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,91,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,92,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,93,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,94,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,95,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,96,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,97,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,98,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T03:30:00,99,RR1.00:2-3:555:2093,2026-03-02T02:50:40,4903.4,100.0,-17.0,229.5,184.0,4886.4,5086.35,100.0,True,
2026-03-02T11:30:00,4,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,66,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,67,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,78,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,79,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,80,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,81,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,82,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,83,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,84,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,85,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,91,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,92,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,93,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,94,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,95,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,96,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,97,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,98,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T11:30:00,99,RR1.00:10-11:584:2112,2026-03-02T10:40:40,5086.35,100.0,-24.0,193.0,165.5,5062.35,5250.8,100.0,True,
2026-03-02T14:19:40,4,RR1.00:13-14:567:2096,2026-03-02T13:31:40,5250.8,100.0,-72.0,116.0,-72.0,5178.8,5250.8,100.0,True,
2026-03-02T14:19:40,66,RR1.00:13-14:567:2096,2026-03-02T13:31:40,5250.8,100.0,-72.0,116.0,-72.0,5178.8,5250.8,100.0,True,
2026-03-02T14:19:40,67,RR1.00:13-14:567:2096,2026-03-02T13:31:40,5250.8,100.0,-72.0,116.0,-72.0,5178.8,5250.8,100.0,True,
2026-03-02T14:19:40,78,RR1.00:13-14:567:2096,2026-03-02T13:31:40,5250.8,100.0,-72.0,116.0,-72.0,5178.8,5250.8,100.0,True,
2026-03-02T14:19:40,79,RR1.00:13-14:567:2096,2026-03-02T13:31:40,5250.8,100.0,-72.0,116.0,-72.0,5178.8,5250.8,100.0,True,
2026-03-02T14:19:40,80,RR1.00:13-14:567:2096,2026-03-02T13:31:40,5250.8,100.0,-72.0,116.0,-72.0,5178.8,5250.8,100.0,True,
2026-03-02T14:19:40,81,RR1.00:13-14:567:2096,2026-03-02T13:31:40,5250.8,100.0,-72.0,116.0,-72.0,5178.8,5250.8,100.0,True,
2026-03-02T14:19:40,82,RR1.00:13-14:567:2096,2026-03-02T13:31:40,5250.8,100.0,-72.0,116.0,-72.0,5178.8,5250.8,100.0,True,
