account_id,died_at,death_trade,equity
4,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
5,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
25,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
26,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
27,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
28,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
29,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
30,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
31,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
32,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
33,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
34,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
35,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
36,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
37,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
38,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
39,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
40,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
41,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
42,2026-03-30 06:00:00,RR1.00:3-4:558:2084,19.9
